$8	105
$16	220
$24	155
$32	257
$40	290
$48	303
$56	252
$64	305
$72	368
$80	351
$88	310
$96	393
$104	332
$112	388
$120	348
$128	335
$136	362
$144	336
$152	307
$160	300
$168	218
$176	223
$184	250
$192	176
$200	173
$208	115
$216	86
$224	115
$232	80
$240	103
$248	80
$256	21
$264	16
$272	45
$280	4
$288	36
$296	3
$304	47
$312	59
$320	58
$328	57
$336	43
$344	63
$352	41
$360	21
$368	8
$376	19
$384	35
$392	73
$400	98
